datetime,ISWR,ILWR,Sf,Rf,TA,RH,VW,P,TAMAX,TAMIN,Pr
1979-10-01,205.090676,245.821939,0.000000,0.000000,276.603048,43.448482,3.521644,75063.421145,276.603048,276.603048,0.000000
1979-10-02,206.440801,226.340291,0.000000,0.000000,276.652401,33.781463,2.432033,75097.964191,276.652401,276.652401,0.000000
1979-10-03,182.805619,265.645727,0.000000,0.000001,276.386247,59.569763,2.499480,75108.114634,276.386247,276.386247,0.000001
1979-10-04,185.105508,270.281441,0.000000,0.000000,277.791774,59.793469,2.718111,74791.229865,277.791774,277.791774,0.000000
1979-10-05,109.963924,302.326761,0.000003,0.000080,274.665797,90.331482,4.784718,74321.551646,274.665797,274.665797,0.000083
1979-10-06,114.746809,300.772970,0.000004,0.000018,275.112364,84.129949,3.384036,74462.475475,275.112364,275.112364,0.000022
1979-10-07,143.992741,277.402479,0.000000,0.000001,276.320089,66.195884,1.388584,75044.462228,276.320089,276.320089,0.000001
1979-10-08,183.136216,257.023135,0.000000,0.000000,278.761955,55.016664,1.683491,75296.824268,278.761955,278.761955,0.000000
1979-10-09,181.537817,264.712550,0.000000,0.000000,280.266754,61.681718,1.695930,75241.592989,280.266754,280.266754,0.000000
1979-10-10,177.475319,268.855339,0.000000,0.000000,280.741559,53.396045,5.848084,74965.027131,280.741559,280.741559,0.000000
1979-10-11,70.789131,317.147586,0.000000,0.000115,277.335251,87.804164,10.895079,74494.422280,277.335251,277.335251,0.000115
1979-10-12,138.051336,285.330637,0.000001,0.000014,274.626852,86.712326,11.651424,74151.804405,274.626852,274.626852,0.000015
1979-10-13,87.931247,300.898815,0.000000,0.000082,275.386222,89.325912,10.362415,73770.242428,275.386222,275.386222,0.000082
1979-10-14,53.036295,318.273907,0.000000,0.000280,276.125493,92.387933,15.412498,73854.768803,276.125493,276.125493,0.000280
1979-10-15,103.956998,289.524354,0.000019,0.000349,273.901043,91.127196,10.430646,73688.454034,273.901043,273.901043,0.000369
1979-10-16,66.056448,308.818862,0.000014,0.000287,274.048964,91.609603,12.414060,74408.686991,274.048964,274.048964,0.000301
1979-10-17,66.700591,301.360063,0.000010,0.000332,273.633162,92.569686,5.104796,74855.182343,273.633162,273.633162,0.000342
1979-10-18,127.597907,259.462177,0.000006,0.000000,272.454967,57.794226,6.653429,75259.986267,272.454967,272.454967,0.000007
1979-10-19,159.119438,222.122495,0.000001,0.000000,274.180631,31.011363,11.194147,75472.272369,274.180631,274.180631,0.000001
1979-10-20,169.464217,203.909957,0.000000,0.000000,279.601744,19.484227,3.251607,75539.940701,279.601744,279.601744,0.000000
1979-10-21,138.687593,248.710080,0.000000,0.000000,277.685058,31.406440,1.176840,75309.856778,277.685058,277.685058,0.000000
1979-10-22,63.993867,311.824472,0.000011,0.000130,274.418155,95.097771,2.116735,74837.941422,274.418155,274.418155,0.000141
1979-10-23,66.260824,297.321397,0.000075,0.000039,272.771787,93.843440,3.009665,74684.396796,272.771787,272.771787,0.000113
1979-10-24,110.713836,273.091678,0.000005,0.000004,273.256920,83.131977,2.167855,74877.984842,273.256920,273.256920,0.000009
1979-10-25,136.783625,250.147894,0.000001,0.000000,273.024508,53.560409,4.906910,74639.805334,273.024508,273.024508,0.000001
1979-10-26,117.461329,268.963413,0.000009,0.000001,272.125604,74.287921,8.714042,74143.584870,272.125604,272.125604,0.000009
1979-10-27,105.381769,286.140730,0.000017,0.000018,273.153495,86.432629,9.983063,74028.426940,273.153495,273.153495,0.000035
1979-10-28,62.090485,298.928444,0.000051,0.000028,272.922129,93.062316,5.202078,73845.939993,272.922129,272.922129,0.000079
1979-10-29,109.873727,265.136272,0.000022,0.000000,270.371660,87.647094,1.664372,73647.689627,270.371660,270.371660,0.000022
1979-10-30,97.903382,264.340227,0.000030,0.000000,268.093566,91.520820,5.420585,73701.469641,268.093566,268.093566,0.000030
1979-10-31,127.607493,229.735473,0.000002,0.000000,271.096427,48.132837,4.391818,74216.018338,271.096427,271.096427,0.000002
1979-11-01,86.024850,276.837024,0.000010,0.000000,272.011194,78.763288,5.326453,74613.459036,272.011194,272.011194,0.000011
1979-11-02,79.622264,264.131574,0.000040,0.000000,268.963696,79.709529,5.379720,74768.152325,268.963696,268.963696,0.000040
1979-11-03,117.076184,209.291447,0.000013,0.000000,265.114261,65.283698,6.653413,74900.924155,265.114261,265.114261,0.000013
1979-11-04,127.458848,226.338578,0.000000,0.000000,274.026728,29.356718,5.065825,74821.185367,274.026728,274.026728,0.000000
1979-11-05,79.716213,263.351199,0.000083,0.000001,269.675830,86.197132,7.422733,73831.055115,269.675830,269.675830,0.000084
1979-11-06,33.882228,278.168403,0.000334,0.000000,267.777348,95.532051,10.829103,73443.144633,267.777348,267.777348,0.000334
1979-11-07,64.396273,274.127096,0.000204,0.000001,270.187497,94.353451,12.635981,73737.517208,270.187497,270.187497,0.000205
1979-11-08,86.629988,258.929167,0.000024,0.000000,272.934131,70.366638,8.893134,74164.215151,272.934131,272.934131,0.000024
1979-11-09,61.191263,286.271109,0.000129,0.000001,271.790382,86.987534,5.605361,73997.018352,271.790382,271.790382,0.000130
1979-11-10,42.437484,258.068304,0.000276,0.000000,263.995430,91.943351,7.854786,73892.013414,263.995430,263.995430,0.000276
1979-11-11,87.487732,219.938042,0.000049,0.000000,260.271063,76.181968,10.062098,74080.007122,260.271063,260.271063,0.000049
1979-11-12,121.817419,187.250873,0.000003,0.000000,265.169607,36.738859,4.383231,73949.292280,265.169607,265.169607,0.000003
1979-11-13,75.420847,258.960544,0.000025,0.000000,267.091779,81.986212,7.139179,73707.441699,267.091779,267.091779,0.000025
1979-11-14,75.959077,266.747954,0.000077,0.000000,266.883669,89.974366,8.210742,73196.786632,266.883669,266.883669,0.000077
1979-11-15,33.527440,266.164445,0.000319,0.000000,265.659049,93.794932,3.645769,72364.803725,265.659049,265.659049,0.000319
1979-11-16,92.865098,217.304629,0.000050,0.000000,262.175705,84.535139,3.021034,72797.767648,262.175705,262.175705,0.000050
1979-11-17,101.912848,209.923798,0.000015,0.000000,265.016601,69.174770,2.388648,73522.706171,265.016601,265.016601,0.000015
1979-11-18,100.805692,221.897336,0.000037,0.000000,267.185794,52.050872,4.063287,73425.275929,267.185794,267.185794,0.000037
1979-11-19,69.582648,241.984582,0.000028,0.000000,262.911860,91.805001,8.512824,73643.434788,262.911860,262.911860,0.000028
1979-11-20,63.147382,255.637482,0.000026,0.000000,265.130964,88.670314,6.772224,73991.100477,265.130964,265.130964,0.000026
1979-11-21,81.863902,248.888474,0.000011,0.000000,266.698770,83.261226,4.401509,74415.702507,266.698770,266.698770,0.000011
1979-11-22,96.428794,210.175988,0.000000,0.000000,267.643533,56.630614,2.313925,74613.801176,267.643533,267.643533,0.000000
1979-11-23,99.111942,197.199792,0.000000,0.000000,270.077514,33.125599,1.942098,74538.714343,270.077514,270.077514,0.000000
1979-11-24,88.428942,208.075346,0.000000,0.000000,268.983789,37.774546,3.192070,74327.430821,268.983789,268.983789,0.000000
1979-11-25,98.421308,210.608222,0.000000,0.000000,269.905288,41.289777,4.259048,74855.337914,269.905288,269.905288,0.000000
1979-11-26,85.946958,256.431448,0.000000,0.000000,274.317148,44.001528,8.061884,75304.809946,274.317148,274.317148,0.000000
1979-11-27,42.346227,319.707936,0.000001,0.000090,274.449403,92.225242,12.988455,75291.395598,274.449403,274.449403,0.000090
1979-11-28,83.167569,248.681368,0.000000,0.000006,277.671754,35.628080,11.339437,75595.981987,277.671754,277.671754,0.000006
1979-11-29,93.514033,220.105250,0.000000,0.000000,281.467082,19.180360,5.494047,75790.519007,281.467082,281.467082,0.000000
1979-11-30,93.439638,207.974560,0.000000,0.000000,279.822309,16.186711,5.580111,75494.643554,279.822309,279.822309,0.000000
1979-12-01,61.554112,264.032884,0.000006,0.000000,272.095014,63.328453,10.891715,75172.508791,272.095014,272.095014,0.000007
1979-12-02,85.043863,234.568991,0.000000,0.000000,274.645138,38.519819,6.837606,75474.298198,274.645138,274.645138,0.000000
1979-12-03,85.785129,244.443729,0.000000,0.000000,275.286192,52.050592,4.226175,75795.761867,275.286192,275.286192,0.000000
1979-12-04,85.065845,247.602926,0.000000,0.000000,275.272167,61.118897,4.069001,75933.871523,275.272167,275.272167,0.000000
1979-12-05,86.955897,232.735265,0.000000,0.000000,275.481334,48.849375,5.525518,75774.854845,275.481334,275.481334,0.000000
1979-12-06,67.863630,269.416918,0.000000,0.000000,273.802827,76.991691,7.468414,75598.411697,273.802827,273.802827,0.000000
1979-12-07,81.948841,254.371857,0.000000,0.000000,273.863579,75.903394,2.727228,75188.227263,273.863579,273.863579,0.000000
1979-12-08,79.645483,250.907469,0.000000,0.000000,272.075888,76.119129,2.739883,74574.874712,272.075888,272.075888,0.000000
1979-12-09,55.234446,256.621751,0.000018,0.000000,269.100628,83.325487,4.958461,74035.190987,269.100628,269.100628,0.000018
1979-12-10,47.649266,280.213984,0.000054,0.000007,271.999655,84.770393,7.909348,73819.226537,271.999655,271.999655,0.000061
1979-12-11,50.779243,257.700539,0.000123,0.000010,269.642418,86.613027,10.018156,73172.281602,269.642418,269.642418,0.000134
1979-12-12,51.307540,234.925400,0.000148,0.000000,263.017784,93.395760,13.262648,73620.436004,263.017784,263.017784,0.000148
1979-12-13,77.892325,224.248035,0.000000,0.000000,269.421903,52.884871,6.052167,74290.235280,269.421903,269.421903,0.000000
1979-12-14,28.448938,256.381620,0.000101,0.000000,267.441745,76.460998,8.060146,73756.316626,267.441745,267.441745,0.000101
1979-12-15,60.098808,252.457675,0.000089,0.000000,267.268275,83.034174,7.734745,73395.254876,267.268275,267.268275,0.000089
1979-12-16,72.422480,203.757655,0.000055,0.000000,261.032402,86.921618,9.944203,73446.211639,261.032402,261.032402,0.000055
1979-12-17,49.804065,279.076042,0.000050,0.000001,270.264786,78.348192,10.168420,74386.170317,270.264786,270.264786,0.000050
1979-12-18,79.461832,203.701345,0.000034,0.000000,263.507222,74.545530,7.133243,74035.434812,263.507222,263.507222,0.000034
1979-12-19,38.393416,234.867176,0.000094,0.000000,261.159826,86.027484,4.898671,73048.471599,261.159826,261.159826,0.000094
1979-12-20,75.321949,212.513699,0.000022,0.000000,259.876485,83.253144,2.649857,73248.648241,259.876485,259.876485,0.000022
1979-12-21,59.921628,248.279231,0.000079,0.000000,264.296746,80.012817,7.032321,73498.844346,264.296746,264.296746,0.000079
1979-12-22,35.106149,269.939791,0.000235,0.000000,268.338691,86.863294,9.815307,72953.454451,268.338691,268.338691,0.000235
1979-12-23,60.546232,237.444077,0.000048,0.000000,264.766472,79.763585,7.754072,73294.531590,264.766472,264.766472,0.000048
1979-12-24,79.064016,211.159229,0.000000,0.000000,265.989704,65.175997,2.002090,73948.805970,265.989704,265.989704,0.000000
1979-12-25,80.621702,196.118200,0.000000,0.000000,265.636849,49.488311,2.237390,74389.485280,265.636849,265.636849,0.000000
1979-12-26,48.247051,259.795751,0.000014,0.000000,266.550095,81.397676,1.751876,74656.789192,266.550095,266.550095,0.000014
1979-12-27,73.556307,236.706130,0.000000,0.000000,268.984885,54.505905,2.964539,74700.256194,268.984885,268.984885,0.000000
1979-12-28,39.637492,251.730690,0.000036,0.000000,266.053443,71.132969,6.681488,73872.804557,266.053443,266.053443,0.000036
1979-12-29,76.854487,208.414403,0.000032,0.000000,260.782058,72.681465,7.715228,73320.657213,260.782058,260.782058,0.000032
1979-12-30,73.569097,208.343857,0.000052,0.000000,259.967316,86.430985,6.655555,72775.183872,259.967316,259.967316,0.000052
1979-12-31,44.296851,212.610649,0.000084,0.000000,257.793912,95.279145,11.571802,72742.221126,257.793912,257.793912,0.000084
1980-01-01,82.232893,176.001031,0.000013,0.000000,257.176768,76.400316,6.994929,73038.992689,257.176768,257.176768,0.000013
1980-01-02,57.308758,208.427062,0.000071,0.000000,255.211932,96.942356,9.938518,73167.231817,255.211932,255.211932,0.000071
1980-01-03,52.841285,202.332467,0.000065,0.000000,254.707648,90.877632,11.298684,73671.344963,254.707648,254.707648,0.000065
1980-01-04,38.656250,269.034442,0.000097,0.000000,263.926380,87.759836,8.865964,73903.559578,263.926380,263.926380,0.000097
1980-01-05,36.208195,270.426157,0.000093,0.000000,265.944773,89.055693,4.611116,73714.892962,265.944773,265.944773,0.000093
1980-01-06,81.077225,207.643466,0.000016,0.000000,261.636640,90.545913,6.414635,73638.588930,261.636640,261.636640,0.000016
1980-01-07,73.591082,214.688711,0.000054,0.000000,260.988212,89.742992,6.054201,73682.072711,260.988212,260.988212,0.000054
1980-01-08,87.934117,188.490555,0.000000,0.000000,260.986169,71.802439,2.325110,74015.202381,260.986169,260.986169,0.000000
1980-01-09,79.023939,212.693079,0.000002,0.000000,261.060960,73.285297,2.455291,73961.664318,261.060960,261.060960,0.000002
1980-01-10,70.683205,233.542078,0.000005,0.000000,261.616524,89.440477,4.175666,73991.315997,261.616524,261.616524,0.000005
1980-01-11,85.180121,196.154746,0.000005,0.000000,258.542255,62.920176,3.346730,74072.246178,258.542255,258.542255,0.000005
1980-01-12,90.234445,212.789370,0.000006,0.000000,261.670571,67.700395,4.896488,74276.111051,261.670571,261.670571,0.000006
1980-01-13,65.687583,243.659484,0.000003,0.000000,267.466429,64.102024,3.346688,74789.333482,267.466429,267.466429,0.000003
1980-01-14,91.091496,199.742852,0.000000,0.000000,266.559273,51.653702,4.444297,74326.567757,266.559273,266.559273,0.000000
1980-01-15,56.613599,261.385875,0.000015,0.000000,266.929491,79.787806,5.369801,73423.144217,266.929491,266.929491,0.000015
1980-01-16,75.985383,259.333257,0.000010,0.000000,267.046812,88.888268,2.621162,72971.525510,267.046812,267.046812,0.000010
1980-01-17,85.295151,236.372368,0.000011,0.000000,264.927487,83.828248,2.998147,73455.602688,264.927487,264.927487,0.000011
1980-01-18,93.160260,215.730726,0.000001,0.000000,264.700179,69.421864,4.769958,73682.108158,264.700179,264.700179,0.000001
1980-01-19,96.812264,207.844274,0.000000,0.000000,265.378804,63.429792,4.212083,73652.068531,265.378804,265.378804,0.000000
1980-01-20,95.697783,215.291372,0.000000,0.000000,264.766507,77.032820,1.893785,73707.194973,264.766507,264.766507,0.000000
1980-01-21,96.395232,228.851950,0.000003,0.000000,263.738912,74.791894,5.051247,73826.402881,263.738912,263.738912,0.000003
1980-01-22,52.026643,261.117006,0.000088,0.000000,264.821374,88.428144,11.989508,73611.238368,264.821374,264.821374,0.000088
1980-01-23,97.219975,228.595061,0.000056,0.000000,264.700386,76.533792,5.832963,73395.142078,264.700386,264.700386,0.000056
1980-01-24,72.233271,269.427997,0.000097,0.000000,268.909515,88.793704,7.008975,73440.315590,268.909515,268.909515,0.000097
1980-01-25,87.989156,224.346558,0.000067,0.000000,265.175395,76.500079,6.251142,73872.759516,265.175395,265.175395,0.000067
1980-01-26,96.165902,203.830885,0.000007,0.000000,261.491568,62.444201,6.335536,73966.156809,261.491568,261.491568,0.000007
1980-01-27,82.190994,205.124487,0.000032,0.000000,258.816829,75.607450,11.077399,74150.893173,258.816829,258.816829,0.000032
1980-01-28,114.970519,178.413832,0.000000,0.000000,268.553178,20.945973,5.508768,74658.434882,268.553178,268.553178,0.000000
1980-01-29,111.235730,209.811011,0.000000,0.000000,268.903716,41.013522,7.026293,74529.428051,268.903716,268.903716,0.000000
1980-01-30,109.999480,225.204401,0.000001,0.000000,270.420533,48.828604,4.782147,74318.794157,270.420533,270.420533,0.000001
1980-01-31,70.725514,263.229838,0.000101,0.000000,268.512486,80.621041,11.365048,73525.512236,268.512486,268.512486,0.000101
1980-02-01,105.740178,220.201968,0.000049,0.000000,263.637877,84.842173,7.695858,73374.970936,263.637877,263.637877,0.000049
1980-02-02,101.437492,225.839188,0.000024,0.000000,264.285496,72.050366,7.784689,74001.456062,264.285496,264.285496,0.000024
1980-02-03,113.698763,226.996199,0.000086,0.000000,263.778790,87.669586,8.715665,73898.917317,263.778790,263.778790,0.000086
1980-02-04,75.633142,280.860319,0.000230,0.000002,268.793784,92.754997,11.738152,73746.052182,268.793784,268.793784,0.000233
1980-02-05,110.984254,257.738726,0.000102,0.000011,269.714131,86.986344,10.353606,73920.617017,269.714131,269.714131,0.000113
1980-02-06,123.937339,217.642052,0.000004,0.000000,268.005952,59.605223,7.019779,74031.852801,268.005952,268.005952,0.000004
1980-02-07,115.032020,228.760065,0.000036,0.000000,265.748920,82.395512,5.780771,74041.320854,265.748920,265.748920,0.000036
1980-02-08,131.206875,227.166518,0.000000,0.000000,271.034391,59.083843,5.350959,74785.970267,271.034391,271.034391,0.000000
1980-02-09,133.207669,228.670472,0.000000,0.000000,275.376379,35.632726,4.010562,74855.562992,275.376379,275.376379,0.000000
1980-02-10,119.524515,233.542545,0.000023,0.000000,270.698123,61.371960,2.987001,74573.364174,270.698123,270.698123,0.000023
1980-02-11,101.254240,236.773073,0.000058,0.000000,264.921270,86.998548,6.728409,74630.822909,264.921270,264.921270,0.000058
1980-02-12,128.104116,200.852442,0.000007,0.000000,264.154677,60.076944,6.788066,74636.605687,264.154677,264.154677,0.000007
1980-02-13,136.862339,219.440317,0.000003,0.000000,268.624569,48.924748,4.909262,74388.739908,268.624569,268.624569,0.000003
1980-02-14,141.331025,221.315502,0.000010,0.000000,266.269735,74.111315,3.636097,74259.907916,266.269735,266.269735,0.000010
1980-02-15,143.353009,217.192160,0.000000,0.000000,269.142577,49.221151,3.492376,74388.518509,269.142577,269.142577,0.000000
1980-02-16,145.656762,219.696806,0.000004,0.000000,268.143926,64.580918,3.958817,74331.426863,268.143926,268.143926,0.000004
1980-02-17,93.158210,254.600564,0.000051,0.000000,264.713121,94.428701,8.184666,74446.878361,264.713121,264.713121,0.000051
1980-02-18,155.004273,183.342050,0.000002,0.000000,263.613405,48.327917,3.971930,74459.269625,263.613405,263.613405,0.000002
1980-02-19,154.758867,182.341962,0.000003,0.000000,263.615588,36.357060,2.008246,74337.437088,263.615588,263.615588,0.000003
1980-02-20,160.442580,181.278007,0.000001,0.000000,263.849176,40.219137,3.987385,74469.043472,263.849176,263.849176,0.000001
1980-02-21,165.981213,165.053540,0.000000,0.000000,263.248901,34.437967,3.616809,74547.209427,263.248901,263.248901,0.000000
1980-02-22,167.890401,188.324382,0.000002,0.000000,262.738242,64.617916,2.245802,74721.721093,262.738242,262.738242,0.000002
1980-02-23,151.504855,233.881812,0.000005,0.000000,267.585486,80.614547,2.997166,75135.845659,267.585486,267.585486,0.000005
1980-02-24,170.344430,198.063664,0.000000,0.000000,270.337381,48.759066,3.763987,75168.462783,270.337381,270.337381,0.000000
1980-02-25,178.486831,167.159371,0.000000,0.000000,270.867423,19.053788,2.057740,74947.491183,270.867423,270.867423,0.000000
1980-02-26,180.512747,171.758304,0.000000,0.000000,271.673317,19.408136,1.991987,74837.457539,271.673317,271.673317,0.000000
1980-02-27,183.395029,171.474749,0.000000,0.000000,271.077891,20.303094,4.795808,74893.517456,271.077891,271.077891,0.000000
1980-02-28,182.461960,190.380118,0.000000,0.000000,267.325927,47.503975,6.315740,74775.935474,267.325927,267.325927,0.000000
1980-02-29,162.840461,223.859581,0.000003,0.000000,266.575956,57.237887,11.360683,74616.179548,266.575956,266.575956,0.000003
1980-03-01,189.239052,191.798341,0.000000,0.000000,271.409653,31.551047,9.110899,74742.738867,271.409653,271.409653,0.000000
1980-03-02,188.134298,184.663641,0.000000,0.000000,272.092179,26.088964,4.522516,74329.804769,272.092179,272.092179,0.000000
1980-03-03,159.469170,217.858308,0.000024,0.000000,263.355839,79.442178,8.487654,73806.617409,263.355839,263.355839,0.000024
1980-03-04,192.154092,178.635366,0.000001,0.000000,264.365063,45.468729,6.350135,74006.431470,264.365063,264.365063,0.000001
1980-03-05,183.859344,210.944842,0.000002,0.000000,267.792220,50.215370,3.388961,74165.861184,267.792220,267.792220,0.000002
1980-03-06,158.099086,240.888414,0.000022,0.000000,265.272486,78.265058,6.271179,73509.748573,265.272486,265.272486,0.000022
1980-03-07,124.439865,244.367372,0.000086,0.000000,265.061766,80.700977,3.608715,72671.206085,265.061766,265.061766,0.000086
1980-03-08,200.054154,199.892385,0.000010,0.000000,262.797094,75.876281,3.286546,72595.254693,262.797094,262.797094,0.000010
1980-03-09,166.429147,233.422045,0.000068,0.000000,262.240341,94.048800,9.509309,73522.538753,262.240341,262.240341,0.000068
1980-03-10,195.517547,205.466066,0.000015,0.000000,263.510131,81.573092,4.828861,74176.116337,263.510131,263.510131,0.000015
1980-03-11,147.609207,236.273503,0.000039,0.000000,263.609942,86.987197,3.665938,74034.566346,263.609942,263.609942,0.000039
1980-03-12,211.093780,201.693597,0.000002,0.000000,264.141838,74.318051,2.826761,74172.612718,264.141838,264.141838,0.000002
1980-03-13,175.149653,243.595112,0.000043,0.000000,264.897284,85.131371,6.778182,73549.696198,264.897284,264.897284,0.000043
1980-03-14,162.168033,239.534700,0.000108,0.000000,265.974957,79.031014,10.027753,73220.145923,265.974957,265.974957,0.000108
1980-03-15,186.811724,215.691991,0.000018,0.000000,265.783802,72.286661,3.167068,73449.139655,265.783802,265.783802,0.000018
1980-03-16,171.581181,248.955651,0.000010,0.000000,266.386856,77.701932,3.498491,73817.906025,266.386856,266.386856,0.000010
1980-03-17,213.664220,221.578392,0.000001,0.000000,267.538468,65.964973,2.238097,73825.183338,267.538468,267.538468,0.000001
1980-03-18,235.716778,196.223677,0.000000,0.000000,267.935803,45.260241,2.767392,73771.036232,267.935803,267.935803,0.000000
1980-03-19,222.851015,211.898534,0.000001,0.000000,266.951641,62.309420,2.922716,73663.959957,266.951641,266.951641,0.000001
1980-03-20,159.181958,256.161877,0.000092,0.000000,266.147791,86.130900,3.705300,72706.147972,266.147791,266.147791,0.000092
1980-03-21,192.533256,233.930622,0.000044,0.000000,264.789404,84.033296,3.543192,72504.683785,264.789404,264.789404,0.000044
1980-03-22,191.014253,230.539600,0.000021,0.000000,265.820784,77.769961,5.810354,73023.696891,265.820784,265.820784,0.000021
1980-03-23,134.202310,269.261191,0.000107,0.000000,266.801418,91.227052,1.947295,73131.072308,266.801418,266.801418,0.000107
1980-03-24,174.924837,245.754679,0.000023,0.000000,265.654995,88.770515,2.351894,73468.811668,265.654995,265.654995,0.000023
1980-03-25,220.242992,230.970772,0.000025,0.000000,266.264812,87.490127,2.931000,73673.402878,266.264812,266.264812,0.000025
1980-03-26,187.041652,240.207312,0.000064,0.000000,266.306962,83.401215,2.177342,73813.759605,266.306962,266.306962,0.000064
1980-03-27,168.586909,271.278645,0.000021,0.000000,270.663331,86.817959,4.587464,74005.437327,270.663331,270.663331,0.000021
1980-03-28,242.825482,242.633395,0.000007,0.000000,272.328644,76.893920,3.744448,74330.705001,272.328644,272.328644,0.000007
1980-03-29,178.927557,254.123942,0.000054,0.000000,270.487138,80.883657,4.652131,74144.466805,270.487138,270.487138,0.000054
1980-03-30,262.624803,193.271841,0.000008,0.000000,264.518318,74.045961,7.113628,74386.212050,264.518318,264.518318,0.000008
1980-03-31,161.437319,268.885803,0.000085,0.000002,269.147870,77.464844,6.203281,74432.848384,269.147870,269.147870,0.000087
1980-04-01,223.596010,262.846124,0.000041,0.000009,272.416752,89.245870,8.685868,74396.301299,272.416752,272.416752,0.000050
1980-04-02,232.559412,232.401501,0.000048,0.000000,267.815134,85.314448,7.948055,74245.323423,267.815134,267.815134,0.000048
1980-04-03,226.472818,214.170664,0.000112,0.000000,260.961633,93.736051,12.572231,73995.314370,260.961633,260.961633,0.000112
1980-04-04,221.092828,220.834392,0.000083,0.000000,260.655390,95.280237,10.169896,73978.468902,260.655390,260.655390,0.000083
1980-04-05,244.869795,216.473797,0.000017,0.000000,260.614552,86.864579,4.861984,74143.981080,260.614552,260.614552,0.000017
1980-04-06,242.155280,211.497970,0.000008,0.000000,261.722981,77.407164,3.014116,74261.549778,261.722981,261.722981,0.000008
1980-04-07,291.476647,190.456396,0.000002,0.000000,264.843292,49.992605,2.446026,74377.473494,264.843292,264.843292,0.000002
1980-04-08,216.589605,230.499312,0.000053,0.000000,263.044948,89.038985,6.448611,73818.047670,263.044948,263.044948,0.000053
1980-04-09,269.759126,198.560314,0.000034,0.000000,260.091922,87.490941,7.063940,73722.736355,260.091922,260.091922,0.000034
1980-04-10,260.164593,209.424113,0.000017,0.000000,260.679139,91.936248,7.020081,74243.196403,260.679139,260.679139,0.000017
1980-04-11,299.010106,192.234785,0.000000,0.000000,265.664006,57.655323,2.956058,74624.638819,265.664006,265.664006,0.000000
1980-04-12,305.893396,183.809359,0.000000,0.000000,268.637361,47.643132,1.135488,74732.843702,268.637361,268.637361,0.000000
1980-04-13,300.141934,202.685253,0.000000,0.000000,269.700753,35.607880,1.732643,74806.080105,269.700753,269.700753,0.000000
1980-04-14,309.561565,203.932655,0.000000,0.000000,270.769561,34.026962,3.754500,74868.773339,270.769561,270.769561,0.000000
1980-04-15,274.345243,246.503701,0.000005,0.000000,271.341061,68.109858,3.573301,74773.355835,271.341061,271.341061,0.000005
1980-04-16,233.344172,265.603173,0.000034,0.000000,271.869454,89.131949,1.934408,74814.577566,271.869454,271.869454,0.000035
1980-04-17,169.822374,280.768494,0.000059,0.000000,271.419889,94.055736,1.145612,74584.810359,271.419889,271.419889,0.000059
1980-04-18,238.456100,264.737297,0.000048,0.000000,270.728140,90.893316,4.145986,74215.689851,270.728140,270.728140,0.000048
1980-04-19,190.760781,270.705542,0.000066,0.000000,269.285866,91.970058,7.033257,73593.131302,269.285866,269.285866,0.000066
1980-04-20,298.651032,206.589284,0.000035,0.000000,261.793632,85.949574,7.419758,72955.251983,261.793632,261.793632,0.000035
1980-04-21,257.391870,215.610007,0.000072,0.000000,260.277741,96.846701,9.393665,73316.326780,260.277741,260.277741,0.000072
1980-04-22,294.034586,209.678463,0.000056,0.000000,260.389601,90.825315,9.937547,73839.046544,260.389601,260.389601,0.000056
1980-04-23,229.493157,234.708387,0.000075,0.000000,261.222537,93.653780,9.690854,73734.480066,261.222537,261.222537,0.000075
1980-04-24,256.883246,232.755188,0.000048,0.000000,263.274339,91.676855,9.737218,73744.126729,263.274339,263.274339,0.000048
1980-04-25,263.964901,234.613639,0.000041,0.000000,263.839668,90.865567,7.926140,73690.752129,263.839668,263.839668,0.000041
1980-04-26,223.192243,252.636656,0.000057,0.000000,265.982467,90.713301,4.066009,73718.593988,265.982467,265.982467,0.000057
1980-04-27,293.536140,217.908163,0.000043,0.000000,264.900768,80.367009,4.257490,73895.639559,264.900768,264.900768,0.000043
1980-04-28,270.291564,220.244912,0.000010,0.000000,264.952154,83.214740,5.293533,74105.099065,264.952154,264.952154,0.000010
1980-04-29,342.720574,194.600765,0.000000,0.000000,268.145344,53.914448,1.598881,74218.768330,268.145344,268.145344,0.000000
1980-04-30,323.211861,216.057084,0.000000,0.000000,269.437665,57.159710,2.593046,74081.049820,269.437665,269.437665,0.000000
1980-05-01,267.234680,243.865603,0.000006,0.000000,270.823610,70.557657,2.101473,73864.943173,270.823610,270.823610,0.000006
1980-05-02,248.613367,252.595671,0.000042,0.000000,271.083156,86.378033,1.075614,74056.905221,271.083156,271.083156,0.000042
1980-05-03,225.477905,268.482674,0.000023,0.000000,271.407861,85.811747,4.472905,73990.243531,271.407861,271.407861,0.000023
1980-05-04,147.270837,284.910636,0.000109,0.000000,270.968027,94.580888,4.533341,73637.618460,270.968027,270.968027,0.000109
1980-05-05,193.643151,275.090498,0.000052,0.000000,270.828661,95.427755,1.564732,73486.390437,270.828661,270.828661,0.000052
1980-05-06,287.090764,259.782117,0.000010,0.000000,271.630173,84.936523,3.369110,73567.083142,271.630173,271.630173,0.000010
1980-05-07,235.248840,268.803377,0.000035,0.000001,271.579773,90.082094,1.350805,73724.845694,271.579773,271.579773,0.000036
1980-05-08,202.664056,276.976536,0.000176,0.000001,271.496445,91.443693,4.238913,73853.809396,271.496445,271.496445,0.000176
